ID,Species,Leaf_pro,leaf_group
G21051903G6M2,Nomascus_concolor,0.14612868,middle
G21051301G6B16,Nomascus_concolor,0.14612868,middle
G21051601G6B,Nomascus_concolor,0.14612868,middle
G21052002G6M2,Nomascus_concolor,0.14612868,middle
G21052003G6A16,Nomascus_concolor,0.14612868,middle
G21051901G6B,Nomascus_concolor,0.14612868,middle
G21051101G6B16,Nomascus_concolor,0.14612868,middle
G21122701G4D15,Nomascus_concolor,0.16728281,middle
G21060101G5A,Nomascus_concolor,0.114519427,middle
G21060301G5A,Nomascus_concolor,0.114519427,middle
G21060302G5B,Nomascus_concolor,0.114519427,middle
G21060303G5M3,Nomascus_concolor,0.114519427,middle
G21051401G5B16,Nomascus_concolor,0.14612868,middle
G21053101G5B13,Nomascus_concolor,0.14612868,middle
G21051301G5A,Nomascus_concolor,0.14612868,middle
G21052701G5B13,Nomascus_concolor,0.14612868,middle
G21052103G5A,Nomascus_concolor,0.14612868,middle
D059,Hoolock_tianxing,0.604347826,high
C039,Hoolock_tianxing,0.611111111,high
C040,Hoolock_tianxing,0.611111111,high
C041,Hoolock_tianxing,0.611111111,high
B099,Hoolock_tianxing,0.437810945,middle
C043,Hoolock_tianxing,0.611111111,high
B100,Hoolock_tianxing,0.437810945,middle
B065,Hoolock_tianxing,0.554455446,middle
C042,Hoolock_tianxing,0.611111111,high
C044,Hoolock_tianxing,0.611111111,high
C045,Hoolock_tianxing,0.611111111,high
B084,Hoolock_tianxing,0.554455446,middle
B046,Hoolock_tianxing,0.736842105,high
B066,Hoolock_tianxing,0.554455446,middle
B048,Hoolock_tianxing,0.770700637,high
B064,Hoolock_tianxing,0.770700637,high
B049,Hoolock_tianxing,0.770700637,high
B067,Hoolock_tianxing,0.554455446,middle
B045,Hoolock_tianxing,0.736842105,high
B044,Hoolock_tianxing,0.736842105,high
B061,Hoolock_tianxing,0.770700637,high
C037,Hoolock_tianxing,0.611111111,high
B063,Hoolock_tianxing,0.770700637,high
B050,Hoolock_tianxing,0.770700637,high
B096,Hoolock_tianxing,0.437810945,middle
C050,Hoolock_tianxing,0.611111111,high
C051,Hoolock_tianxing,0.611111111,high
X063,Hoolock_tianxing,0.482758621,middle
B098,Hoolock_tianxing,0.437810945,middle
B047,Hoolock_tianxing,0.736842105,high
B097,Hoolock_tianxing,0.437810945,middle
C046,Hoolock_tianxing,0.611111111,high
X068,Hoolock_tianxing,0.482758621,middle
X069,Hoolock_tianxing,0.482758621,middle
B092,Hoolock_tianxing,0.437810945,middle
C036,Hoolock_tianxing,0.611111111,high
X057,Hoolock_tianxing,0.482758621,middle
B068,Hoolock_tianxing,0.554455446,middle
X058,Hoolock_tianxing,0.482758621,middle
C035,Hoolock_tianxing,0.611111111,high
X067,Hoolock_tianxing,0.482758621,middle
B043,Hoolock_tianxing,0.736842105,high
B040,Hoolock_tianxing,0.736842105,high
B041,Hoolock_tianxing,0.736842105,high
B042,Hoolock_tianxing,0.736842105,high
B083,Hoolock_tianxing,0.554455446,middle
B052,Hoolock_tianxing,0.770700637,high
B080,Hoolock_tianxing,0.554455446,middle
X066,Hoolock_tianxing,0.482758621,middle
B095,Hoolock_tianxing,0.437810945,middle
B091,Hoolock_tianxing,0.437810945,middle
B058,Hoolock_tianxing,0.770700637,high
B059,Hoolock_tianxing,0.770700637,high
B081,Hoolock_tianxing,0.554455446,middle
B082,Hoolock_tianxing,0.554455446,middle
B035,Hoolock_tianxing,0.736842105,high
B036,Hoolock_tianxing,0.736842105,high
B037,Hoolock_tianxing,0.736842105,high
B030,Hoolock_tianxing,0.736842105,high
X055,Hoolock_tianxing,0.482758621,middle
B039,Hoolock_tianxing,0.736842105,high
B070,Hoolock_tianxing,0.554455446,middle
B089,Hoolock_tianxing,0.437810945,middle
B069,Hoolock_tianxing,0.554455446,middle
B090,Hoolock_tianxing,0.437810945,middle
B053,Hoolock_tianxing,0.770700637,high
B055,Hoolock_tianxing,0.770700637,high
B056,Hoolock_tianxing,0.770700637,high
B057,Hoolock_tianxing,0.770700637,high
X056,Hoolock_tianxing,0.482758621,middle
X065,Hoolock_tianxing,0.482758621,middle
B094,Hoolock_tianxing,0.437810945,middle
B071,Hoolock_tianxing,0.554455446,middle
B054,Hoolock_tianxing,0.770700637,high
B038,Hoolock_tianxing,0.736842105,high
B093,Hoolock_tianxing,0.437810945,middle
B077,Hoolock_tianxing,0.554455446,middle
B034,Hoolock_tianxing,0.736842105,high
B079,Hoolock_tianxing,0.554455446,middle
B033,Hoolock_tianxing,0.736842105,high
B085,Hoolock_tianxing,0.437810945,middle
B086,Hoolock_tianxing,0.437810945,middle
C047,Hoolock_tianxing,0.611111111,high
B031,Hoolock_tianxing,0.736842105,high
B032,Hoolock_tianxing,0.736842105,high
B072,Hoolock_tianxing,0.554455446,middle
C049,Hoolock_tianxing,0.611111111,high
C048,Hoolock_tianxing,0.611111111,high
X062,Hoolock_tianxing,0.482758621,middle
B088,Hoolock_tianxing,0.437810945,middle
B087,Hoolock_tianxing,0.437810945,middle
X059,Hoolock_tianxing,0.482758621,middle
X060,Hoolock_tianxing,0.482758621,middle
E032,Hoolock_tianxing,0.683229814,high
E031,Hoolock_tianxing,0.683229814,high
D013,Hoolock_tianxing,0.544802867,middle
D078,Hoolock_tianxing,0.490909091,middle
E028,Hoolock_tianxing,0.683229814,high
E029,Hoolock_tianxing,0.683229814,high
E030,Hoolock_tianxing,0.683229814,high
D040,Hoolock_tianxing,0.604347826,high
E033,Hoolock_tianxing,0.683229814,high
D077,Hoolock_tianxing,0.490909091,middle
D041,Hoolock_tianxing,0.604347826,high
D074,Hoolock_tianxing,0.490909091,middle
E034,Hoolock_tianxing,0.683229814,high
D076,Hoolock_tianxing,0.490909091,middle
D075,Hoolock_tianxing,0.490909091,middle
D005,Hoolock_tianxing,0.544802867,middle
D043,Hoolock_tianxing,0.604347826,high
D004,Hoolock_tianxing,0.544802867,middle
D042,Hoolock_tianxing,0.604347826,high
D003,Hoolock_tianxing,0.544802867,middle
D039,Hoolock_tianxing,0.604347826,high
D044,Hoolock_tianxing,0.604347826,high
D012,Hoolock_tianxing,0.544802867,middle
D066,Hoolock_tianxing,0.490909091,middle
D079,Hoolock_tianxing,0.490909091,middle
D081,Hoolock_tianxing,0.490909091,middle
D014,Hoolock_tianxing,0.544802867,middle
D065,Hoolock_tianxing,0.490909091,middle
D080,Hoolock_tianxing,0.490909091,middle
D038,Hoolock_tianxing,0.604347826,high
E025,Hoolock_tianxing,0.683229814,high
E036,Hoolock_tianxing,0.683229814,high
D015,Hoolock_tianxing,0.544802867,middle
D070,Hoolock_tianxing,0.490909091,middle
D030,Hoolock_tianxing,0.544802867,middle
E023,Hoolock_tianxing,0.683229814,high
E024,Hoolock_tianxing,0.683229814,high
D037,Hoolock_tianxing,0.604347826,high
E021,Hoolock_tianxing,0.683229814,high
E022,Hoolock_tianxing,0.683229814,high
D071,Hoolock_tianxing,0.490909091,middle
D036,Hoolock_tianxing,0.604347826,high
D032,Hoolock_tianxing,0.544802867,middle
E004,Hoolock_tianxing,0.683229814,high
E020,Hoolock_tianxing,0.683229814,high
E019,Hoolock_tianxing,0.683229814,high
E018,Hoolock_tianxing,0.683229814,high
D063,Hoolock_tianxing,0.490909091,middle
D064,Hoolock_tianxing,0.490909091,middle
D033,Hoolock_tianxing,0.544802867,middle
D067,Hoolock_tianxing,0.490909091,middle
D068,Hoolock_tianxing,0.490909091,middle
D073,Hoolock_tianxing,0.490909091,middle
D069,Hoolock_tianxing,0.490909091,middle
A078,Hoolock_tianxing,0.525,middle
A079,Hoolock_tianxing,0.525,middle
D062,Hoolock_tianxing,0.490909091,middle
E026,Hoolock_tianxing,0.683229814,high
D001,Hoolock_tianxing,0.544802867,middle
D002,Hoolock_tianxing,0.544802867,middle
D034,Hoolock_tianxing,0.604347826,high
D011,Hoolock_tianxing,0.544802867,middle
D010,Hoolock_tianxing,0.544802867,middle
D035,Hoolock_tianxing,0.604347826,high
E017,Hoolock_tianxing,0.683229814,high
D009,Hoolock_tianxing,0.544802867,middle
E027,Hoolock_tianxing,0.683229814,high
E035,Hoolock_tianxing,0.683229814,high
A084,Hoolock_tianxing,0.525,middle
D072,Hoolock_tianxing,0.490909091,middle
E001,Hoolock_tianxing,0.683229814,high
D028,Hoolock_tianxing,0.544802867,middle
D029,Hoolock_tianxing,0.544802867,middle
D008,Hoolock_tianxing,0.544802867,middle
D046,Hoolock_tianxing,0.604347826,high
E002,Hoolock_tianxing,0.683229814,high
D006,Hoolock_tianxing,0.544802867,middle
D007,Hoolock_tianxing,0.544802867,middle
E003,Hoolock_tianxing,0.683229814,high
A080,Hoolock_tianxing,0.525,middle
A077,Hoolock_tianxing,0.525,middle
A034,Hoolock_tianxing,0.879245283,high
A035,Hoolock_tianxing,0.879245283,high
A083,Hoolock_tianxing,0.525,middle
A076,Hoolock_tianxing,0.525,middle
D027,Hoolock_tianxing,0.544802867,middle
A096,Hoolock_tianxing,0.525,middle
A025,Hoolock_tianxing,0.879245283,high
A026,Hoolock_tianxing,0.879245283,high
A030,Hoolock_tianxing,0.879245283,high
E005,Hoolock_tianxing,0.683229814,high
A029,Hoolock_tianxing,0.879245283,high
D016,Hoolock_tianxing,0.544802867,middle
A082,Hoolock_tianxing,0.525,middle
A081,Hoolock_tianxing,0.525,middle
A036,Hoolock_tianxing,0.879245283,high
A046,Hoolock_tianxing,0.844660194,high
A075,Hoolock_tianxing,0.525,middle
A051,Hoolock_tianxing,0.844660194,high
A048,Hoolock_tianxing,0.844660194,high
A095,Hoolock_tianxing,0.525,middle
A037,Hoolock_tianxing,0.879245283,high
A049,Hoolock_tianxing,0.844660194,high
A028,Hoolock_tianxing,0.879245283,high
A074,Hoolock_tianxing,0.525,middle
A050,Hoolock_tianxing,0.844660194,high
A073,Hoolock_tianxing,0.525,middle
A027,Hoolock_tianxing,0.879245283,high
A069,Hoolock_tianxing,0.844660194,high
D057,Hoolock_tianxing,0.604347826,high
D058,Hoolock_tianxing,0.604347826,high
D023,Hoolock_tianxing,0.544802867,middle
D024,Hoolock_tianxing,0.544802867,middle
E016,Hoolock_tianxing,0.683229814,high
D026,Hoolock_tianxing,0.544802867,middle
A042,Hoolock_tianxing,0.879245283,high
A043,Hoolock_tianxing,0.879245283,high
A070,Hoolock_tianxing,0.844660194,high
A097,Hoolock_tianxing,0.525,middle
A085,Hoolock_tianxing,0.525,middle
A086,Hoolock_tianxing,0.525,middle
A072,Hoolock_tianxing,0.525,middle
A039,Hoolock_tianxing,0.879245283,high
A040,Hoolock_tianxing,0.879245283,high
A087,Hoolock_tianxing,0.525,middle
A044,Hoolock_tianxing,0.879245283,high
A060,Hoolock_tianxing,0.844660194,high
A061,Hoolock_tianxing,0.844660194,high
A053,Hoolock_tianxing,0.844660194,high
A054,Hoolock_tianxing,0.844660194,high
A058,Hoolock_tianxing,0.844660194,high
A098,Hoolock_tianxing,0.525,middle
D025,Hoolock_tianxing,0.544802867,middle
A071,Hoolock_tianxing,0.844660194,high
A038,Hoolock_tianxing,0.879245283,high
D017,Hoolock_tianxing,0.544802867,middle
A052,Hoolock_tianxing,0.844660194,high
A062,Hoolock_tianxing,0.844660194,high
A068,Hoolock_tianxing,0.844660194,high
E015,Hoolock_tianxing,0.683229814,high
D019,Hoolock_tianxing,0.544802867,middle
D020,Hoolock_tianxing,0.544802867,middle
E006,Hoolock_tianxing,0.683229814,high
A092,Hoolock_tianxing,0.525,middle
D018,Hoolock_tianxing,0.544802867,middle
A091,Hoolock_tianxing,0.525,middle
A094,Hoolock_tianxing,0.525,middle
E007,Hoolock_tianxing,0.683229814,high
A041,Hoolock_tianxing,0.879245283,high
A057,Hoolock_tianxing,0.844660194,high
A066,Hoolock_tianxing,0.844660194,high
A067,Hoolock_tianxing,0.844660194,high
A088,Hoolock_tianxing,0.525,middle
D061,Hoolock_tianxing,0.490909091,middle
E014,Hoolock_tianxing,0.683229814,high
D060,Hoolock_tianxing,0.490909091,middle
A055,Hoolock_tianxing,0.844660194,high
A090,Hoolock_tianxing,0.525,middle
A056,Hoolock_tianxing,0.844660194,high
A089,Hoolock_tianxing,0.525,middle
E008,Hoolock_tianxing,0.683229814,high
D047,Hoolock_tianxing,0.604347826,high
E012,Hoolock_tianxing,0.683229814,high
E011,Hoolock_tianxing,0.683229814,high
A063,Hoolock_tianxing,0.844660194,high
A064,Hoolock_tianxing,0.844660194,high
A065,Hoolock_tianxing,0.844660194,high
D022,Hoolock_tianxing,0.544802867,middle
D051,Hoolock_tianxing,0.604347826,high
E010,Hoolock_tianxing,0.683229814,high
D048,Hoolock_tianxing,0.604347826,high
D021,Hoolock_tianxing,0.544802867,middle
D049,Hoolock_tianxing,0.604347826,high
D050,Hoolock_tianxing,0.604347826,high
E009,Hoolock_tianxing,0.683229814,high
A045,Hoolock_tianxing,0.879245283,high
C057,Hoolock_tianxing,0.167785235,low
C062,Hoolock_tianxing,0.167785235,low
C063,Hoolock_tianxing,0.167785235,low
X009,Hoolock_tianxing,0.051502146,low
C058,Hoolock_tianxing,0.167785235,low
C064,Hoolock_tianxing,0.167785235,low
C060,Hoolock_tianxing,0.167785235,low
X025,Hoolock_tianxing,0.093117409,low
X015,Hoolock_tianxing,0.051502146,low
C065,Hoolock_tianxing,0.167785235,low
X033,Hoolock_tianxing,0.093117409,low
X034,Hoolock_tianxing,0.093117409,low
C061,Hoolock_tianxing,0.167785235,low
X036,Hoolock_tianxing,0.093117409,low
X035,Hoolock_tianxing,0.093117409,low
X003,Hoolock_tianxing,0.051502146,low
X004,Hoolock_tianxing,0.051502146,low
X010,Hoolock_tianxing,0.051502146,low
X014,Hoolock_tianxing,0.051502146,low
X011,Hoolock_tianxing,0.051502146,low
X016,Hoolock_tianxing,0.051502146,low
X002,Hoolock_tianxing,0.051502146,low
X024,Hoolock_tianxing,0.093117409,low
C068,Hoolock_tianxing,0.167785235,low
C069,Hoolock_tianxing,0.167785235,low
C056,Hoolock_tianxing,0.167785235,low
X001,Hoolock_tianxing,0.051502146,low
X022,Hoolock_tianxing,0.093117409,low
X023,Hoolock_tianxing,0.093117409,low
C055,Hoolock_tianxing,0.167785235,low
X020,Hoolock_tianxing,0.093117409,low
X029,Hoolock_tianxing,0.093117409,low
X019,Hoolock_tianxing,0.093117409,low
X030,Hoolock_tianxing,0.093117409,low
X031,Hoolock_tianxing,0.093117409,low
X038,Hoolock_tianxing,0.093117409,low
X012,Hoolock_tianxing,0.051502146,low
X028,Hoolock_tianxing,0.093117409,low
C054,Hoolock_tianxing,0.167785235,low
X026,Hoolock_tianxing,0.093117409,low
C067,Hoolock_tianxing,0.167785235,low
X008,Hoolock_tianxing,0.051502146,low
C066,Hoolock_tianxing,0.167785235,low
X017,Hoolock_tianxing,0.051502146,low
X018,Hoolock_tianxing,0.051502146,low
X007,Hoolock_tianxing,0.051502146,low
C053,Hoolock_tianxing,0.167785235,low
X021,Hoolock_tianxing,0.093117409,low
X040,Hoolock_tianxing,0.093117409,low
X039,Hoolock_tianxing,0.093117409,low
X005,Hoolock_tianxing,0.051502146,low
X006,Hoolock_tianxing,0.051502146,low
Y023,Hoolock_tianxing,0.069069069,low
Y003,Hoolock_tianxing,0.051502146,low
Y022,Hoolock_tianxing,0.069069069,low
Y028,Hoolock_tianxing,0.069069069,low
Y029,Hoolock_tianxing,0.069069069,low
Y030,Hoolock_tianxing,0.069069069,low
Y002,Hoolock_tianxing,0.051502146,low
Y021,Hoolock_tianxing,0.069069069,low
Y009,Hoolock_tianxing,0.051502146,low
Y007,Hoolock_tianxing,0.051502146,low
Y001,Hoolock_tianxing,0.051502146,low
Y006,Hoolock_tianxing,0.051502146,low
Y035,Hoolock_tianxing,0.069069069,low
Y024,Hoolock_tianxing,0.069069069,low
Y025,Hoolock_tianxing,0.069069069,low
Y020,Hoolock_tianxing,0.069069069,low
Y027,Hoolock_tianxing,0.069069069,low
Y014,Hoolock_tianxing,0.069069069,low
Y013,Hoolock_tianxing,0.069069069,low
Y034,Hoolock_tianxing,0.069069069,low
Y004,Hoolock_tianxing,0.051502146,low
